"PAYMENTTOKENID","MERCHANTID","CURRENCYTYPE","AMOUNT","INVOICEID","TRANSACTIONID","DESCRIPTION","PAYMENTOPTION","PAYMENTOPTIONDESC","INITIALURL","ACCTYPE","AUTHRESULT","EXPIRYTIME","IPADDRESS","USERID","TRANSACTIONRESULT","AMOUNTDEDUCTED","TRANSACTIONTIME","ERRORMESSAGE","CALLBACKRESULT","CLOSESTATUS","ACCOUNTNO","ACCOUNTNOOFMERCHANTORBANK","TRANSCREFNUM","FEECURRENCY","FEEAMOUNT","CREDITCURRENCYTYPE","FEETYPE","EXCHANGERATE","COREREFNO","RESERVE1","RESERVE2","TXMERCHANTACCOUNT","TXDIRECTION","IBUSERID","FAILEDREASON","MINISTERY_TYPE","MINISTERY_STATUS","MINISTERY_RESPONSE","MINISTERY_TXTIME","REVERSETX_STATUS","REVERSETX_RESPONSE"
"5wzLeDvNr5OI7MW5y8X8mp4vwwQ=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"0TK0W4sOmYucVyf3lRl0HnFCjj0=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447829527","Reserve Company",0,"Reserve Company","",1,66,50000,"10.0.0.34","",66,0,18-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"tajfV23IiuJQ9OnVQ0Mk5vi0x4I=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447829619","Reserve Company",2,"Reserve Company","",1,0,0,"10.0.0.34","32000100064111",0,0,18-NOV-15,"","www.mollatech.com",2,"32000100064111","00010156182120","","",,"",,,"","","","",,"","",,,"",,,""
"Fvf81kA7QRaBaJI5yGKNGmSIvPc=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447829646","Reserve Company",0,"Reserve Company","",1,66,50000,"10.0.0.34","",66,0,18-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"X30pjyzaqfC27e99e5+K9nvqloU=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447829712","",3,"","192.168.0.64",1,66,0,"10.0.0.34","Rith USD",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"+0x3a62QJHP2bDFCOsRi4p3P6gc=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"b9s6JOiScVUggvKjkmMhLPBESr4=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"FV0+uB8q1hv5W9mQZyEKUnUr3t8=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832164","Reserve Company",1,"Reserve Company","",1,0,0,"10.0.0.34","9116010001779912",0,0,18-NOV-15,"","www.mollatech.com",2,"32000033620824","00010156182120","","",,"",,,"","","","",,"","",,,"",,,""
"gp1HiwCtBiU4Cq9y2nJ4TwAntcY=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"7ApJnhIb29z9eDD8kCXS8PvQERE=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"msF7UDjqKC5yd6z2KXvhiutSV6I=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832251","Reserve Company",0,"Reserve Company","",1,66,50000,"10.0.0.34","",66,0,18-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ZIt4BlL4hKUy3Pmu82AKAmY87ZA=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"yxfm+wF1QD3SW9e3/1DmGin+R8w=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832273","",1,"","192.168.0.64",1,66,0,"10.0.0.34","9116010001779913",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"b8hx+3OdBAU3b4Enpw9XRLr4y/Y=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832359","",1,"","192.168.0.64",1,66,0,"10.0.0.34","9116010001779913",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"7ohQwig02nZL4v8wKlo/Gl2PqfI=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832410","",1,"","192.168.0.64",1,66,0,"10.0.0.34","9116010001779913",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"kFKdCbZVe7PMmz3mf2WQw4XOhtA=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832466","",2,"","192.168.0.64",1,66,0,"10.0.0.34","32000100064111",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"iR+V22Ayh5Y37kNkvQKSdXtXs1s=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"HiR8kTkqnKNU64Bq2y/1D78MkEk=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832642","Reserve Company",0,"Reserve Company","",1,66,50000,"10.0.0.34","",66,0,18-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"uDLNVfIPkqiAhzNQ/2AaTpZJV6U=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832784","",1,"","192.168.0.64",1,66,0,"10.0.0.34","18002031528129",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"fxOPTrm44pqtieVwdkt78fuKEXk=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447832861","",3,"","192.168.0.64",1,66,0,"10.0.0.34","PNPTHIDA",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"4YNvuJZ3SLbV7uC1xw9fGKWmxH4=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"WLJwzb+lUwsb92zNk2k7ElC5sQY=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447833267","Reserve Company",0,"Reserve Company","",1,66,50000,"10.0.0.34","",66,0,18-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"vfAnP/rGV4gghP5NP2xx3yX3sSo=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"EWzHtTtU1k3Mdn+XoSPV6T6ukqA=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"lc/56ZFyxoYQ8R/LGhWSf5Y/ZMc=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ET7MIL3YthSeoNIvPKF/8Q4RVZ8=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447833812","",4,"","192.168.0.64",1,66,0,"10.0.0.34","092295584",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"Ek8D3aoYcss1HfOP63keYVc1VSw=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447833842","",3,"","192.168.0.64",1,66,0,"10.0.0.34","PNPTHIDA",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"g/m3N6k+OPPtDSxXIDoBL0nJZW0=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"5o4mxGEiTiif59vShotehmb5LOQ=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"XVIEckNYfbrbdRIrxZXV2UXOmgI=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"FqTEpJcX80q7X8DlPzjJLYF7Yqk=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"reR8trzcnCAjfa3UNuMgH2VjY9c=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"NEkOYRaOJF+eupdLp0nAipQeBlQ=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"R/potJE/jgsPutwZeQs+yn5x0IU=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447833902","",1,"","192.168.0.64",1,66,0,"10.0.0.34","9116010001779911",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"1saseexUC2nYdh+ayh+TSI50Opo=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ejka5yW37aTczLpLawT0fDvPWIQ=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447834225","",2,"","192.168.0.64",1,66,0,"10.0.0.34","32000100064111",66,0,18-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"llGMqVIl/THZs1FUjRI9W/6xftM=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,18-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"/79w9w81jwpUxkOGqXcZWgbj+ZE=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447836930","Reserve Company",2,"Reserve Company","",1,0,0,"10.0.0.34","32000100064111",0,0,18-NOV-15,"","www.mollatech.com",2,"32000100064111","00010156182120","","",,"",,,"","","","",,"","",,,"",,,""
"p1QeBIBRGIy+mos2reCpW5JYhyA=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,19-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"EhF2KNx2T6hcWL1rFw+LbUfza5Y=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",21,"19579","19579","Buy KidsCity",3,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.1","koko",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"Axplj+nKX4POjU0128du7QK160I=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1447985562","",4,"","192.168.0.64",1,66,0,"10.0.0.34","85512615866",66,0,20-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"mw9oD330YLWybWNpQfSRKsspU6Q=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",40000,"7ff21ff94cf3d1fe","7ff21ff94cf3d1fe","",2,"","192.168.0.64",1,66,0,"10.0.0.34","",66,0,20-NOV-15,"Not Checked","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"q6uCGgE4UayNpEPYpevd2iSmTdo=","myTyNMOCJUG+jzbbKch5A/1dqLo=","",0,"","","",1,"","",1,,0,"","",,0,20-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"zv01j8+j+3030Q44L9/ppc8CiJw=","Ra5R9nD+T3Ogg7Ft0ZkHrPNNqIs=","",0,"","","",1,"","",1,,0,"","",,0,20-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"LU0dlWHer0pBpoeMTLOIdlxzDSw=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1448001072","Reserve Company",2,"Reserve Company","",1,0,0,"10.0.0.34","38010033343511",0,0,20-NOV-15,"","www.mollatech.com",2,"38010033343511","34830176055111","","",,"",,,"","","","",,"","",,,"",,,""
"8soDdM18sYU/h6z4yKn6Py3xyPQ=","bp0BxY4k+/unVRE7GVenksK4M9k=","KHR",400000,"INV161115000410","TX20151120999a885606bd90","Online Payment",0,"Online Payment","",2,66,5,"10.0.0.34","",66,0,20-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"m7TEGZ85BHxv8mGOTQwbu82hxc0=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19613","19613","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","1212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"D3VFbVR70/r/dtJC8qRFIn2Kh2A=","myTyNMOCJUG+jzbbKch5A/1dqLo=","KHR",50,"1","1448001074","Reserve Company",2,"Reserve Company","",1,0,0,"10.0.0.34","09000055566611",0,0,20-NOV-15,"","www.mollatech.com",2,"09000055566611","34830176055111","","",,"",,,"","","","",,"","",,,"",,,""
"jZWugMVdhjqQBqrI6q19f2bMl+A=","bp0BxY4k+/unVRE7GVenksK4M9k=","KHR",400000,"INV161115000410","TX201511207624f90e26fee7","Online Payment",0,"Online Payment","",2,66,5,"10.0.0.34","",66,0,20-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"OgcO+HD/GzvqLB6lZGRP+Epbvag=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19614","19614","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","4585",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"jiQ6actSlwsMVP9NQY7n6UUfnj0=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19615","19615","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","333",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"VeoSERYSjGMrFNC+LmHCskoxRgo=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19615","19615","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"aMKIy/F8mRwnO9q3wwAI6qKdvwA=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19616","19616","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"UKEmcgpVxdo+BDsJvr+PnER8mLk=","bp0BxY4k+/unVRE7GVenksK4M9k=","KHR",400000,"INV161115000410","TX2015112029ce78ef1bf339","Online Payment",0,"Online Payment","",2,66,5,"10.0.0.34","",66,0,20-NOV-15,"SUCCESS","www.mollatech.com",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"57G7I4z3Dz8hDjFMcRpX/LYJ66I=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19617","19617","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"QQzhZgNVqLBrYMmewSd0NqzNzj0=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19618","19618","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"S+teQcXc+OWaZMpwErnpcKTeyoU=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19619","19619","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"pP9yu0YvJu4MmR6aJVi0R7R1lFM=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19620","19620","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"/YF6Q9MdZKgUSg7VhQprFQUl3CM=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19621","19621","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"OMnBq9vQwaW5XCvA2Oo66dBZ8Ko=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19622","19622","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"TVmkY/AaabmiyIfYxfoo3nfITy8=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19623","19623","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"QKbyxDix3JsfQZptzUopzzfj5ls=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19624","19624","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"/479GNzvyaq2KGSNmTkGf9pZXwM=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19625","19625","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","localObject.timeACDMin",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"TaWRJXRQc8/Lyg0AlQvZrNMv8gs=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19625","19625","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ggdGMY1JI8M5HmHAUDz0Tf+R9RE=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19626","19626","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"8IkSx1FNLBvc0xijEiRYCItL7Qo=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19627","19627","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"6RCTo9YSe8FPLxXL+cfXCe6Nx4A=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19628","19628","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"R/TWdmRw6JXhXEV+X+f/L0g0m6M=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19629","19629","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"rtBdhixs4l8POevKBhosMuNNajg=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19630","19630","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"SJ+3Li/TRS+xrhy8gkidYISOqiQ=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19631","19631","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"sSk0gEwQxvOoBR1J/5FMNgNCPKQ=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19632","19632","Buy KidsCity",2,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.19","32000156637212",66,0,20-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ujyn2KBa6uKHYepw7Vl+nObh/80=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","",0,"","","",1,"","",2,,0,"","",,0,19-NOV-15,"","",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"IqfK3FmcMFT1UF0JV+EBtq7PQq0=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",10,"19534","19534","Buy Activity",2,"Buy Activity","http://fannow.com",2,66,6,"192.168.17.1","18002031528129",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"EluN9YA8lXA+N5+EJGCyI1iMdig=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19535","19535","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"O8OJuCSXqYG9Em1ief8AfrXwdB4=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19535","19535","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"HSbFP5g/WJd3XpTcbxr/pARvPt8=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",4.2,"19535","19535","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"njoa2VyM+/71ElfZJ3VEw5z4EfM=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",5.6,"19537","19537","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"KWkaS/tFEb7Hsry++s4y+glWylQ=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",5.6,"19537","19537","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"8lbUcuxBBULVBtLgliMmdseKmK4=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",5.6,"19537","19537","Buy KidsCity",4,"Buy KidsCity","http://fannow.com",2,66,6,"192.168.17.107","092295584",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"PmAAliBTCxSklY9NPkw3aOm6c/M=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",140,"19538","19538","Buy Activity",4,"Buy Activity","http://fannow.com",2,66,6,"192.168.17.1","85512615861",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ghYlb2g9XlHLPYSfIwR4wkVLAjA=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",140,"19538","19538","Buy Activity",4,"Buy Activity","http://fannow.com",2,66,6,"192.168.17.1","85512615862",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
"ppAP2rmCxNmuTmH+UH9hl25Iu+o=","EnRKL8zXkSnMpLuHhdRewhmJ4qg=","USD",140,"19538","19538","Buy Activity",2,"Buy Activity","http://fannow.com",2,66,6,"192.168.17.1","00010021222310",66,0,19-NOV-15,"Not Checked","https://10.6.6.131:8443/XPAYManager/index.jsp",1,"","","","",,"",,,"","","","",,"","",,,"",,,""
